Timestamp,Location_Lat,Location_Long,Crowd_Density,Movement_Speed,Activity_Type,Weather_Conditions,Temperature,Sound_Level_dB,AR_System_Interaction,Fatigue_Level,Stress_Level,Queue_Time_minutes,Health_Condition,Age_Group,Nationality,Transport_Mode,Waiting_Time_for_Transport,Security_Checkpoint_Wait_Time,Emergency_Event,Incident_Type,Crowd_Morale,Pilgrim_Experience,Interaction_Frequency,Distance_Between_People_m,Event_Type,Time_Spent_at_Location_minutes,AR_Navigation_Success,Satisfaction_Rating,Perceived_Safety_Rating
2024-10-10 07:53:17,21.327488,39.919557,High,0.49,Resting,Cloudy,43,90,In Progress,Medium,High,24,Fainting,51-70,Saudi,Car,118,17,Yes,Lost Item,Positive,First-Time,5,1.68,Transport Delay,41,No,4,5
2024-03-01 01:21:16,21.207555,39.863995,High,0.54,Prayer,Cloudy,39,63,In Progress,Low,Low,44,Heatstroke,18-30,Pakistani,Walking,22,10,No,Security Breach,Neutral,Experienced,7,1.19,Transport Delay,22,No,5,2
2024-12-02 12:01:25,21.365314,39.80451,High,0.92,Resting,Cloudy,31,86,In Progress,High,High,22,Dehydration,18-30,Saudi,Walking,64,10,Yes,Medical Emergency,Negative,First-Time,7,1.73,Crowd Congestion,68,Yes,4,1
2024-08-03 12:07:30,21.343851,39.889589,Low,0.5,Resting,Rainy,42,62,In Progress,Medium,High,4,Fainting,18-30,Other,Train,38,19,Yes,Medical Emergency,Negative,First-Time,9,2.47,Medical Emergency,46,No,3,2
2024-08-31 04:51:52,21.279016,39.816444,High,0.3,Sa’i,Clear,42,89,Completed,High,Low,27,Injured,18-30,Egyptian,Train,65,27,Yes,Medical Emergency,Positive,First-Time,2,1.62,Religious Activity,28,No,4,5
2024-03-30 23:43:46,21.22591,39.919463,Low,0.98,Walking,Clear,36,71,Completed,Low,Low,22,Heatstroke,51-70,Indonesian,Bus,95,19,Yes,Medical Emergency,Positive,Experienced,3,2.09,Medical Emergency,54,No,5,5
2024-10-20 04:45:03,21.228763,39.913717,Low,1.12,Resting,Clear,39,72,In Progress,Medium,High,41,Heatstroke,31-50,Indonesian,Car,93,29,No,Unruly Behavior,Positive,Experienced,4,0.5,Religious Activity,37,Yes,4,4
2024-05-06 14:16:31,21.368218,39.851037,Low,1.32,Walking,Cloudy,38,89,Started,High,High,1,Dehydration,31-50,Saudi,Car,93,16,No,Unruly Behavior,Negative,Experienced,1,1.18,Religious Activity,38,Yes,5,3
2024-12-17 14:19:54,21.2474,39.893572,High,1.13,Sa’i,Clear,36,61,In Progress,Medium,Low,57,Injured,18-30,Egyptian,Walking,60,8,No,Unruly Behavior,Neutral,First-Time,2,1.12,Medical Emergency,25,Yes,5,3
2024-08-16 08:07:05,21.314537,39.972965,Low,1.06,Tawaf,Rainy,39,90,Started,High,Medium,56,Normal,51-70,Indonesian,Walking,93,18,No,Security Breach,Positive,First-Time,6,1.71,Religious Activity,25,Yes,1,4
2024-06-25 13:09:39,21.326141,39.914547,Low,0.43,Tawaf,Rainy,40,71,Completed,Medium,High,55,Normal,18-30,Other,Car,105,27,Yes,Theft,Positive,First-Time,10,0.78,Transport Delay,106,No,3,3
2024-09-02 12:27:44,21.230015,39.804731,Medium,0.35,Sa’i,Clear,34,85,In Progress,Low,High,38,Heatstroke,31-50,Indonesian,Train,82,15,Yes,Lost Item,Positive,Experienced,6,0.85,Religious Activity,11,No,5,5
2024-10-23 01:50:04,21.34089,39.816385,Low,1.4,Walking,Clear,44,67,In Progress,High,Medium,43,Normal,18-30,Saudi,Bus,82,7,No,Security Breach,Positive,Experienced,8,1.85,Medical Emergency,59,Yes,2,1
2024-10-05 06:56:51,21.215045,39.828716,Low,0.27,Sa’i,Rainy,35,68,Completed,Low,Medium,43,Injured,70+,Indian,Bus,52,12,No,Security Breach,Positive,First-Time,5,2.48,Crowd Congestion,61,Yes,2,2
2024-01-12 20:56:11,21.359005,39.863004,Low,1.15,Resting,Cloudy,32,63,Started,Medium,High,44,Injured,18-30,Other,Car,77,6,No,Security Breach,Negative,First-Time,5,2.01,Medical Emergency,21,Yes,4,3
2024-05-28 03:15:11,21.357881,39.917368,Low,0.22,Prayer,Cloudy,30,63,Started,High,High,10,Fainting,31-50,Pakistani,Car,90,24,No,Lost Item,Positive,First-Time,0,1.36,Crowd Congestion,14,No,4,5
2024-06-03 22:32:35,21.313545,39.902387,Low,1.49,Tawaf,Clear,38,82,Completed,Medium,Medium,60,Injured,51-70,Egyptian,Car,84,21,No,Unruly Behavior,Positive,First-Time,1,0.89,Transport Delay,12,Yes,5,4
2024-11-28 14:26:06,21.390639,39.902512,Low,1.07,Resting,Rainy,31,73,In Progress,Medium,Low,7,Fainting,51-70,Indian,Train,113,5,No,Lost Item,Negative,Experienced,10,1.38,Transport Delay,57,Yes,1,4
2024-08-12 21:37:07,21.395861,39.918892,High,0.71,Walking,Clear,31,72,Started,High,Medium,60,Fainting,51-70,Other,Car,41,20,Yes,Medical Emergency,Neutral,First-Time,1,0.71,Transport Delay,115,Yes,2,3
2024-01-08 14:50:23,21.306198,39.976221,High,0.27,Tawaf,Cloudy,44,72,In Progress,Medium,High,12,Dehydration,51-70,Saudi,Train,10,25,No,Medical Emergency,Neutral,Experienced,1,1.98,Religious Activity,45,Yes,1,2
2024-11-10 14:31:12,21.357613,39.805738,High,0.98,Prayer,Clear,41,81,In Progress,High,High,35,Heatstroke,31-50,Pakistani,Car,41,14,Yes,Unruly Behavior,Positive,Experienced,1,0.97,Medical Emergency,104,Yes,3,3
2024-11-23 00:44:21,21.360733,39.972554,High,0.23,Prayer,Cloudy,44,67,Started,Medium,Low,32,Heatstroke,70+,Other,Train,16,10,No,Security Breach,Positive,Experienced,10,0.94,Transport Delay,97,No,2,2
2024-10-05 16:03:45,21.276373,39.821598,Low,1.16,Tawaf,Clear,37,78,Started,Low,Low,32,Heatstroke,51-70,Pakistani,Walking,93,17,No,Security Breach,Positive,First-Time,8,0.91,Medical Emergency,120,Yes,1,2
2024-03-05 14:16:01,21.269836,39.879087,Low,1.21,Sa’i,Rainy,44,65,Started,High,High,12,Fainting,70+,Pakistani,Walking,97,10,No,Unruly Behavior,Negative,Experienced,2,1.14,Medical Emergency,58,Yes,3,3
2024-12-14 03:27:40,21.368515,39.804739,Low,0.86,Prayer,Clear,39,75,Started,Medium,Medium,4,Fainting,18-30,Indonesian,Walking,118,29,Yes,Security Breach,Neutral,First-Time,4,2.34,Transport Delay,18,No,1,1
2024-07-14 14:05:58,21.391101,39.918426,Low,1.24,Resting,Clear,45,60,In Progress,High,High,56,Fainting,18-30,Egyptian,Bus,116,9,No,Security Breach,Negative,Experienced,7,1.78,Crowd Congestion,56,Yes,3,3
2024-08-26 13:33:28,21.226821,39.81037,High,0.91,Prayer,Rainy,30,69,Completed,High,High,53,Dehydration,70+,Indian,Bus,51,18,No,Security Breach,Negative,Experienced,9,1.0,Medical Emergency,50,Yes,2,1
2024-09-20 18:04:45,21.255742,39.978254,High,1.09,Prayer,Rainy,42,77,Completed,Medium,Medium,21,Heatstroke,70+,Other,Car,4,28,No,Lost Item,Neutral,Experienced,5,2.45,Crowd Congestion,80,Yes,2,1
2024-12-11 05:17:24,21.239002,39.845062,Low,0.87,Sa’i,Clear,34,74,In Progress,Low,Low,50,Injured,31-50,Indian,Walking,54,12,Yes,Medical Emergency,Positive,Experienced,6,1.73,Religious Activity,49,No,4,5
2024-02-16 00:10:14,21.325656,39.959925,Medium,0.93,Tawaf,Cloudy,30,69,Completed,High,High,12,Fainting,51-70,Indian,Car,117,12,No,Medical Emergency,Positive,Experienced,10,1.77,Transport Delay,26,No,4,3
2024-10-08 16:42:00,21.283818,39.941694,High,1.31,Prayer,Clear,44,60,In Progress,Medium,Medium,45,Injured,51-70,Indonesian,Bus,114,9,No,Medical Emergency,Positive,Experienced,10,1.69,Religious Activity,11,Yes,4,4
2024-07-08 00:26:45,21.226249,39.844634,Low,0.95,Walking,Clear,36,66,In Progress,High,Low,46,Fainting,31-50,Indonesian,Bus,11,23,No,Theft,Negative,Experienced,2,0.65,Transport Delay,60,No,1,2
2024-03-05 01:36:35,21.366336,39.856693,Low,0.55,Tawaf,Clear,34,68,Started,High,Low,22,Dehydration,51-70,Egyptian,Car,98,17,No,Lost Item,Negative,Experienced,9,1.66,Medical Emergency,97,No,1,3
2024-01-23 16:40:14,21.277591,39.959044,High,1.18,Resting,Cloudy,39,79,In Progress,Low,Low,21,Injured,18-30,Pakistani,Train,115,26,No,Unruly Behavior,Neutral,Experienced,4,2.24,Medical Emergency,103,No,4,2
2024-11-11 23:45:51,21.23051,39.811686,High,1.15,Sa’i,Clear,31,71,Completed,Medium,Medium,3,Fainting,18-30,Indian,Car,92,30,Yes,Security Breach,Negative,First-Time,6,2.1,Transport Delay,54,Yes,3,3
2024-05-06 11:22:53,21.256291,39.932817,High,0.91,Prayer,Cloudy,30,87,Completed,High,High,25,Fainting,18-30,Pakistani,Walking,14,21,Yes,Security Breach,Neutral,First-Time,1,1.44,Medical Emergency,12,Yes,5,3
2024-04-11 14:51:07,21.313594,39.924616,Medium,0.96,Tawaf,Clear,31,89,Started,High,High,40,Normal,18-30,Indian,Walking,41,8,Yes,Theft,Negative,Experienced,0,1.88,Crowd Congestion,59,Yes,2,1
2024-10-30 06:02:03,21.281265,39.867244,Low,1.43,Prayer,Clear,31,83,Completed,Medium,Medium,5,Dehydration,18-30,Egyptian,Car,12,22,Yes,Security Breach,Neutral,First-Time,0,1.0,Transport Delay,97,Yes,4,4
2024-02-03 21:01:22,21.229555,39.917589,High,1.08,Prayer,Clear,32,63,Started,Medium,High,0,Injured,70+,Indonesian,Bus,35,6,No,Theft,Positive,First-Time,0,0.96,Religious Activity,57,Yes,3,1
2024-02-03 05:38:58,21.348667,39.95836,Low,0.53,Tawaf,Rainy,33,74,In Progress,Low,High,38,Injured,18-30,Other,Car,6,28,Yes,Unruly Behavior,Neutral,First-Time,1,1.7,Transport Delay,65,No,3,2
2024-10-13 23:40:22,21.226938,39.841051,Low,1.04,Resting,Rainy,34,89,In Progress,Medium,Low,39,Injured,31-50,Egyptian,Walking,45,30,No,Unruly Behavior,Neutral,Experienced,0,1.48,Religious Activity,95,No,5,3
2024-10-31 22:29:22,21.359394,39.984438,High,0.53,Walking,Rainy,43,70,Started,Medium,High,7,Injured,51-70,Indian,Car,108,5,Yes,Theft,Positive,First-Time,6,0.8,Transport Delay,15,No,5,4
2024-09-28 12:49:10,21.292853,39.986499,Low,0.38,Tawaf,Rainy,40,80,Started,Medium,High,22,Normal,18-30,Indonesian,Bus,45,28,Yes,Security Breach,Positive,First-Time,5,0.91,Medical Emergency,45,Yes,5,3
2024-08-04 00:21:13,21.340596,39.9202,High,0.62,Resting,Rainy,34,65,In Progress,Low,Medium,43,Dehydration,51-70,Saudi,Walking,42,14,No,Medical Emergency,Neutral,First-Time,7,2.02,Medical Emergency,21,Yes,5,5
2024-10-18 04:33:19,21.399471,39.906672,Medium,1.17,Tawaf,Cloudy,36,65,Started,Medium,Low,40,Injured,31-50,Other,Walking,63,7,Yes,Lost Item,Neutral,Experienced,4,1.59,Crowd Congestion,39,No,4,5
2024-05-30 16:41:11,21.211926,39.934321,High,0.45,Resting,Clear,44,65,Started,Low,Medium,47,Heatstroke,31-50,Other,Bus,13,13,Yes,Medical Emergency,Positive,First-Time,6,1.36,Religious Activity,48,Yes,1,3
2024-08-30 16:01:58,21.349465,39.981234,High,1.25,Prayer,Rainy,37,84,Completed,Low,Low,51,Heatstroke,18-30,Pakistani,Train,98,12,Yes,Medical Emergency,Negative,Experienced,1,0.72,Religious Activity,71,Yes,5,2
2024-04-09 22:58:34,21.247678,39.91013,Medium,1.44,Resting,Clear,38,86,Started,Medium,High,18,Heatstroke,31-50,Pakistani,Train,8,18,No,Lost Item,Negative,Experienced,8,0.98,Medical Emergency,59,Yes,3,2
2024-12-05 07:54:45,21.234577,39.970959,High,0.69,Sa’i,Clear,30,75,In Progress,Low,Medium,30,Dehydration,18-30,Other,Bus,102,6,Yes,Security Breach,Negative,First-Time,6,1.38,Religious Activity,54,No,2,5
2024-03-20 02:44:41,21.257052,39.877881,High,0.7,Resting,Rainy,30,60,Completed,Low,Medium,22,Injured,18-30,Saudi,Car,100,12,Yes,Unruly Behavior,Negative,Experienced,4,0.82,Religious Activity,20,No,1,5
2024-08-21 01:44:15,21.332877,39.963154,Medium,1.49,Prayer,Cloudy,30,79,In Progress,Medium,High,6,Normal,31-50,Saudi,Car,19,25,Yes,Theft,Negative,First-Time,4,0.8,Religious Activity,87,Yes,1,4
2024-05-21 03:09:13,21.263033,39.809397,High,0.23,Tawaf,Clear,40,81,Completed,Low,Low,54,Injured,18-30,Saudi,Walking,75,9,No,Unruly Behavior,Negative,Experienced,3,2.27,Medical Emergency,13,Yes,1,3
2024-08-14 03:47:21,21.352596,39.960682,High,0.51,Sa’i,Rainy,38,68,Completed,Medium,Medium,12,Fainting,51-70,Indian,Bus,118,28,Yes,Unruly Behavior,Positive,First-Time,6,1.49,Crowd Congestion,108,Yes,2,3
2024-07-21 01:45:01,21.314384,39.912503,Low,1.47,Walking,Cloudy,43,85,In Progress,Low,Low,44,Fainting,18-30,Indian,Car,44,13,No,Medical Emergency,Neutral,Experienced,1,2.17,Medical Emergency,48,Yes,2,5
2024-07-13 01:17:05,21.256895,39.860142,High,0.39,Prayer,Clear,34,74,Started,Medium,High,45,Fainting,70+,Indonesian,Walking,38,26,No,Security Breach,Negative,Experienced,10,2.18,Medical Emergency,10,No,1,5
2024-11-18 18:41:54,21.226505,39.923741,Low,0.3,Walking,Clear,37,67,In Progress,Medium,Low,52,Heatstroke,51-70,Indonesian,Walking,111,28,No,Lost Item,Neutral,Experienced,2,0.68,Medical Emergency,102,Yes,3,5
2024-08-06 15:56:06,21.244181,39.861142,High,0.77,Tawaf,Cloudy,31,77,Completed,Medium,Medium,0,Normal,18-30,Egyptian,Train,44,9,Yes,Unruly Behavior,Neutral,Experienced,0,1.5,Religious Activity,36,No,5,5
2024-04-29 02:03:53,21.344692,39.926246,Low,0.33,Walking,Cloudy,40,77,Completed,High,Low,49,Dehydration,18-30,Indian,Car,64,7,Yes,Theft,Neutral,First-Time,1,1.79,Crowd Congestion,111,No,4,3
2024-11-17 06:41:17,21.331931,39.811275,High,0.6,Tawaf,Cloudy,39,87,Started,Medium,Low,33,Heatstroke,51-70,Other,Train,89,16,Yes,Theft,Neutral,First-Time,2,1.95,Crowd Congestion,57,No,3,3
2024-02-28 09:12:52,21.375564,39.903632,Low,0.34,Sa’i,Rainy,35,66,Started,High,High,0,Injured,70+,Other,Car,106,27,Yes,Unruly Behavior,Neutral,First-Time,10,1.32,Transport Delay,107,Yes,3,4
2024-07-03 21:16:44,21.317016,39.971276,High,0.78,Sa’i,Rainy,37,72,In Progress,High,Medium,6,Normal,70+,Egyptian,Car,57,25,Yes,Lost Item,Neutral,Experienced,6,2.17,Religious Activity,48,No,5,4
2024-01-19 05:35:11,21.289911,39.914451,Medium,0.49,Sa’i,Rainy,37,83,Started,Low,Medium,52,Fainting,51-70,Indian,Bus,63,9,Yes,Lost Item,Neutral,First-Time,4,1.53,Crowd Congestion,110,No,1,3
2024-08-27 05:57:22,21.203029,39.898765,Medium,1.24,Prayer,Rainy,34,85,Started,Low,High,60,Dehydration,31-50,Pakistani,Train,15,8,No,Medical Emergency,Negative,Experienced,4,0.57,Medical Emergency,53,No,2,1
2024-07-01 07:26:34,21.237805,39.997676,High,1.07,Resting,Rainy,32,62,Started,Medium,Low,33,Fainting,18-30,Other,Car,34,27,Yes,Lost Item,Positive,First-Time,1,1.18,Crowd Congestion,46,Yes,4,5
2024-10-11 13:50:21,21.317825,39.955107,High,1.02,Prayer,Clear,43,69,Started,High,Low,22,Heatstroke,18-30,Indian,Walking,28,6,No,Security Breach,Positive,First-Time,3,0.87,Transport Delay,27,No,2,2
2024-07-02 04:40:14,21.371832,39.880014,Low,1.09,Sa’i,Rainy,32,65,Completed,High,Medium,36,Injured,18-30,Egyptian,Train,74,26,No,Security Breach,Positive,First-Time,9,2.38,Religious Activity,10,No,1,5
2024-02-02 21:15:39,21.238647,39.946371,Medium,1.34,Sa’i,Rainy,33,77,Started,High,Medium,54,Normal,70+,Other,Bus,81,27,No,Medical Emergency,Positive,First-Time,4,0.8,Transport Delay,13,No,4,4
2024-04-10 19:43:10,21.377046,39.887798,Low,1.0,Sa’i,Cloudy,38,77,In Progress,Medium,High,52,Injured,18-30,Indonesian,Train,72,8,No,Lost Item,Positive,Experienced,10,2.18,Crowd Congestion,77,No,5,5
2024-04-08 11:55:06,21.289312,39.886474,Medium,1.15,Prayer,Rainy,42,61,Started,Medium,Medium,26,Normal,18-30,Indonesian,Bus,107,22,Yes,Medical Emergency,Negative,First-Time,4,2.12,Crowd Congestion,110,No,2,3
2024-08-02 17:20:43,21.294867,39.956911,Medium,0.76,Tawaf,Cloudy,44,61,Completed,High,High,4,Injured,70+,Saudi,Train,20,30,Yes,Security Breach,Positive,First-Time,7,1.29,Medical Emergency,55,Yes,1,5
2024-02-04 13:41:40,21.252374,39.880164,Low,0.4,Walking,Rainy,42,60,Completed,Medium,Medium,19,Fainting,70+,Indonesian,Car,118,17,Yes,Lost Item,Positive,Experienced,7,1.36,Religious Activity,85,No,3,1
2024-01-20 03:05:55,21.25505,39.940412,High,1.02,Tawaf,Clear,45,71,In Progress,Medium,Low,36,Injured,70+,Egyptian,Walking,17,20,No,Lost Item,Negative,First-Time,10,2.07,Crowd Congestion,87,Yes,5,1
2024-01-17 03:56:04,21.331599,39.89335,Low,1.06,Sa’i,Rainy,45,66,Started,High,Low,52,Heatstroke,31-50,Indonesian,Bus,60,22,No,Lost Item,Positive,Experienced,9,0.57,Transport Delay,73,No,4,1
2024-06-12 18:10:58,21.298039,39.941553,Low,0.25,Resting,Rainy,38,83,Started,Low,High,13,Fainting,31-50,Saudi,Walking,99,20,No,Theft,Neutral,Experienced,4,1.22,Transport Delay,39,Yes,5,2
2024-12-20 15:00:10,21.207261,39.823325,Medium,1.2,Tawaf,Rainy,44,69,Started,High,High,23,Heatstroke,51-70,Saudi,Car,82,14,Yes,Unruly Behavior,Negative,Experienced,5,1.24,Medical Emergency,52,Yes,5,2
2024-11-13 19:02:12,21.201981,39.919376,Low,0.54,Walking,Clear,40,66,In Progress,Low,Medium,12,Injured,70+,Other,Train,26,27,Yes,Theft,Neutral,Experienced,8,0.61,Transport Delay,100,No,2,2
2024-09-17 06:34:28,21.224786,39.850069,Low,0.2,Walking,Cloudy,44,76,Started,Low,High,3,Heatstroke,18-30,Indonesian,Car,58,22,No,Lost Item,Neutral,First-Time,6,1.88,Crowd Congestion,13,Yes,1,5
2024-07-23 14:04:35,21.375833,39.873518,High,1.46,Walking,Rainy,43,79,In Progress,Medium,High,23,Injured,31-50,Indian,Train,29,11,No,Medical Emergency,Neutral,First-Time,4,0.94,Medical Emergency,91,Yes,5,2
2024-06-10 20:05:40,21.304456,39.967737,Low,0.25,Sa’i,Clear,35,78,Started,High,High,6,Normal,51-70,Indian,Walking,81,6,No,Security Breach,Positive,First-Time,9,2.33,Transport Delay,18,No,4,5
2024-08-17 15:50:33,21.283359,39.944331,High,0.38,Prayer,Clear,40,62,In Progress,High,High,51,Dehydration,70+,Indian,Walking,59,27,Yes,Unruly Behavior,Positive,First-Time,2,1.46,Crowd Congestion,68,Yes,4,1
2024-09-24 02:03:30,21.294436,39.994221,Medium,1.16,Tawaf,Cloudy,32,75,In Progress,High,Medium,0,Heatstroke,31-50,Other,Car,71,13,Yes,Theft,Neutral,First-Time,2,0.79,Transport Delay,115,Yes,1,5
2024-06-27 17:06:01,21.344014,39.898537,Medium,0.97,Walking,Rainy,44,84,In Progress,Low,High,30,Fainting,51-70,Pakistani,Bus,108,14,No,Theft,Positive,First-Time,1,2.23,Religious Activity,80,No,4,1
2024-02-02 20:15:03,21.323923,39.937269,High,0.45,Walking,Clear,34,86,Completed,Low,Low,45,Fainting,18-30,Egyptian,Car,103,13,Yes,Unruly Behavior,Neutral,Experienced,0,1.21,Transport Delay,111,No,3,5
2024-10-12 13:42:55,21.205595,39.803157,Low,1.3,Resting,Cloudy,40,71,In Progress,High,High,46,Normal,31-50,Indian,Walking,115,12,Yes,Lost Item,Neutral,First-Time,6,1.6,Medical Emergency,107,Yes,2,2
2024-08-10 07:52:00,21.279646,39.987646,Low,0.53,Prayer,Cloudy,39,87,In Progress,High,Medium,7,Heatstroke,18-30,Pakistani,Car,110,9,Yes,Theft,Neutral,Experienced,10,1.53,Transport Delay,40,No,5,4
2024-10-06 17:22:56,21.315322,39.917901,High,0.22,Prayer,Rainy,30,67,Started,Medium,High,7,Fainting,70+,Indonesian,Car,100,15,Yes,Security Breach,Negative,Experienced,0,2.32,Transport Delay,72,No,4,1
2024-05-14 10:02:30,21.383487,39.848991,Low,0.6,Sa’i,Cloudy,43,61,In Progress,High,Low,35,Heatstroke,51-70,Indonesian,Walking,50,26,Yes,Medical Emergency,Positive,Experienced,6,1.57,Religious Activity,92,No,3,1
2024-07-20 20:24:14,21.280543,39.96303,Medium,0.95,Tawaf,Cloudy,30,66,Started,Low,Medium,10,Normal,31-50,Indian,Car,28,15,No,Lost Item,Neutral,Experienced,3,2.1,Crowd Congestion,111,No,1,2
2024-07-20 07:56:45,21.313476,39.881231,High,0.95,Walking,Rainy,45,71,Started,Medium,High,4,Heatstroke,18-30,Indian,Car,42,7,Yes,Lost Item,Neutral,Experienced,9,0.75,Religious Activity,108,No,1,5
2024-07-24 19:14:08,21.249435,39.951022,Low,0.2,Sa’i,Cloudy,32,77,Started,Low,Low,43,Heatstroke,31-50,Egyptian,Walking,64,28,Yes,Medical Emergency,Positive,First-Time,5,1.07,Medical Emergency,27,No,1,1
2024-06-07 08:50:26,21.379068,39.911923,High,1.24,Prayer,Clear,37,60,Started,High,Low,19,Dehydration,31-50,Pakistani,Bus,35,22,Yes,Security Breach,Neutral,Experienced,2,2.05,Transport Delay,120,Yes,5,3
2024-08-11 19:18:40,21.272595,39.871504,High,0.55,Prayer,Cloudy,42,72,In Progress,High,Low,16,Dehydration,51-70,Egyptian,Bus,113,12,No,Lost Item,Positive,Experienced,2,1.74,Crowd Congestion,83,Yes,2,2
2024-05-04 11:18:42,21.326707,39.831411,High,0.24,Sa’i,Cloudy,43,65,Completed,Low,High,34,Normal,70+,Other,Car,52,22,No,Theft,Positive,Experienced,1,0.64,Crowd Congestion,27,Yes,1,4
2024-09-03 08:27:11,21.215224,39.857351,Medium,1.41,Tawaf,Clear,40,71,In Progress,Low,Medium,55,Normal,18-30,Indian,Walking,5,12,No,Lost Item,Neutral,First-Time,6,1.59,Religious Activity,89,Yes,4,2
2024-11-14 04:44:54,21.207376,39.859027,Medium,1.26,Resting,Clear,35,81,In Progress,High,Low,12,Injured,70+,Other,Train,117,9,Yes,Unruly Behavior,Positive,Experienced,7,0.77,Medical Emergency,54,No,1,3
2024-10-20 04:47:45,21.330409,39.938217,Low,1.09,Prayer,Rainy,36,68,Started,High,Medium,47,Fainting,70+,Indonesian,Car,107,28,No,Lost Item,Neutral,Experienced,8,1.37,Medical Emergency,80,Yes,1,3
2024-10-10 20:34:18,21.22716,39.978936,High,1.15,Sa’i,Clear,33,90,Started,Medium,Low,11,Heatstroke,51-70,Indian,Car,10,27,Yes,Security Breach,Positive,Experienced,10,1.88,Religious Activity,45,No,5,3
2024-05-05 08:35:34,21.276848,39.83414,Low,0.4,Prayer,Cloudy,32,80,Completed,High,High,6,Heatstroke,51-70,Egyptian,Walking,79,22,Yes,Lost Item,Positive,First-Time,2,2.21,Religious Activity,104,No,1,3
2024-08-22 00:31:47,21.361756,39.912236,Medium,0.39,Sa’i,Cloudy,43,86,Completed,Low,Medium,17,Dehydration,51-70,Other,Walking,79,8,Yes,Lost Item,Negative,Experienced,0,2.49,Transport Delay,30,No,4,3
2024-02-27 06:25:30,21.30239,39.868722,Low,0.72,Resting,Clear,33,78,Completed,High,Medium,49,Normal,18-30,Indian,Walking,5,7,No,Unruly Behavior,Neutral,First-Time,7,2.15,Religious Activity,10,No,5,5
2024-11-19 01:19:34,21.216507,39.855271,Low,0.45,Resting,Rainy,40,81,In Progress,Low,High,2,Dehydration,51-70,Indonesian,Walking,92,14,Yes,Lost Item,Positive,Experienced,2,1.03,Transport Delay,81,No,4,1
2024-05-12 02:04:41,21.365103,39.86811,Medium,0.49,Prayer,Cloudy,33,74,In Progress,Medium,Medium,48,Normal,18-30,Other,Car,38,8,No,Medical Emergency,Neutral,Experienced,0,1.45,Crowd Congestion,111,No,3,3
2024-03-23 07:16:40,21.375466,39.908356,Medium,0.61,Prayer,Rainy,36,64,In Progress,Low,Low,34,Injured,31-50,Other,Train,89,28,No,Unruly Behavior,Neutral,Experienced,3,1.55,Medical Emergency,12,Yes,5,5
2024-08-12 05:38:31,21.296448,39.888219,High,0.34,Sa’i,Rainy,43,77,Completed,Medium,High,19,Heatstroke,18-30,Indian,Walking,29,18,No,Security Breach,Neutral,First-Time,0,2.24,Religious Activity,78,Yes,3,1
2024-02-05 00:21:25,21.242901,39.845745,High,0.88,Prayer,Rainy,38,62,In Progress,Medium,High,26,Injured,18-30,Indian,Bus,23,28,No,Theft,Neutral,Experienced,5,2.27,Medical Emergency,38,Yes,5,2
2024-07-02 06:04:12,21.262242,39.92572,High,0.88,Tawaf,Clear,35,72,In Progress,Medium,Medium,56,Normal,51-70,Other,Bus,84,9,No,Lost Item,Positive,First-Time,6,0.62,Religious Activity,48,No,5,2
2024-06-03 05:19:53,21.342502,39.834471,Low,1.25,Resting,Clear,30,83,In Progress,Low,Low,1,Dehydration,51-70,Saudi,Walking,3,26,No,Medical Emergency,Neutral,Experienced,1,1.81,Religious Activity,52,No,4,4
2024-04-14 04:26:32,21.242854,39.945854,Medium,0.62,Walking,Rainy,42,78,Completed,High,High,4,Dehydration,18-30,Saudi,Walking,25,27,Yes,Theft,Negative,Experienced,8,0.68,Religious Activity,66,No,4,4
2024-12-03 01:37:43,21.201795,39.954558,Medium,0.36,Resting,Rainy,32,73,Completed,Medium,Medium,45,Normal,51-70,Pakistani,Train,8,22,Yes,Security Breach,Neutral,Experienced,10,0.74,Transport Delay,56,No,1,5
2024-12-06 06:21:33,21.280556,39.903326,High,0.31,Prayer,Cloudy,43,85,In Progress,Medium,Medium,5,Heatstroke,18-30,Pakistani,Bus,70,30,Yes,Theft,Neutral,First-Time,4,1.49,Crowd Congestion,74,No,5,5
2024-10-23 19:23:10,21.272029,39.805629,High,0.37,Sa’i,Clear,32,85,Started,Medium,Medium,45,Normal,70+,Other,Walking,36,12,No,Medical Emergency,Positive,Experienced,6,1.4,Transport Delay,58,No,2,5
2024-08-07 22:54:07,21.332014,39.805447,High,0.9,Tawaf,Cloudy,38,69,Started,High,Medium,50,Dehydration,18-30,Pakistani,Walking,92,24,No,Theft,Positive,Experienced,5,2.08,Crowd Congestion,65,Yes,5,4
2024-10-14 03:12:57,21.234378,39.988074,Medium,0.87,Tawaf,Rainy,38,83,Started,High,Medium,60,Normal,31-50,Saudi,Train,51,7,No,Medical Emergency,Negative,First-Time,2,1.78,Transport Delay,75,Yes,4,1
2024-03-16 07:47:19,21.378698,39.931009,High,1.25,Sa’i,Clear,35,86,In Progress,Medium,Low,54,Fainting,51-70,Indonesian,Walking,28,22,No,Unruly Behavior,Positive,Experienced,4,1.08,Medical Emergency,94,No,5,3
2024-03-09 00:43:00,21.229286,39.917936,Medium,0.76,Sa’i,Rainy,34,88,In Progress,Medium,High,30,Dehydration,18-30,Other,Bus,46,12,Yes,Lost Item,Positive,Experienced,2,0.88,Medical Emergency,69,Yes,4,1
